dataset;subtype;filepath;lineno;recno;timestamp_iso;severity;event;source;component;host;pid;tid;session;user;uid;gid;auid;euid;egid;exe;path;path_all;exec_args;exec_args_all;exec_env_all;src_ip;src_port;dst_ip;dst_port;proto;length;flags;http_method;http_url;http_status;bytes_sent;user_agent;referrer;category;subcategory;message;wazuh_rule_level;wazuh_rule_id;wazuh_decoder;wazuh_groups;wazuh_rule_description
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;61;61;;WARNING;2904;dpkg-decoder; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;package;dpkg-decoder;2023-10-08 00:50:41 status half-configured man-db:amd64 2.10.2-1;7;2904;dpkg-decoder;"[""syslog"",""dpkg"",""config_changed""]";Dpkg (Debian Package) half configured.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;62;62;;INFO;2901;dpkg-decoder; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;package;dpkg-decoder;2023-10-08 00:40:30 install binutils-common:amd64 <none> 2.38-4ubuntu2.3;3;2901;dpkg-decoder;"[""syslog"",""dpkg""]";New dpkg (Debian Package) requested to install.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;63;63;;INFO;2901;dpkg-decoder; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;package;dpkg-decoder;2023-10-08 00:40:31 install libbinutils:amd64 <none> 2.38-4ubuntu2.3;3;2901;dpkg-decoder;"[""syslog"",""dpkg""]";New dpkg (Debian Package) requested to install.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;64;64;;INFO;506;ossec; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;ossec;ossec: Agent stopped: 'machine-1->any'.;3;506;ossec;"[""ossec""]";Wazuh agent stopped.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;65;65;;WARNING;202;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: '90%'.;7;202;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is 90% full.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;66;66;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;67;67;;WARNING;510;rootcheck; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;rootcheck;Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).;7;510;rootcheck;"[""ossec"",""rootcheck""]";Host-based anomaly detection event (rootcheck).
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;68;68;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;69;69;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;70;70;;INFO;205;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'normal'.;3;205;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is back to normal load.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;71;71;;INFO;591;ossec; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;ossec;ossec: File rotated (inode changed): '/var/log/audit/audit.log'.;3;591;ossec;"[""ossec""]";Log file rotated.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;72;72;;WARNING;202;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: '90%'.;7;202;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is 90% full.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;73;73;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;74;74;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;75;75;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;76;76;;INFO;591;ossec; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;ossec;ossec: File rotated (inode changed): '/var/log/audit/audit.log'.;3;591;ossec;"[""ossec""]";Log file rotated.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;77;77;;WARNING;202;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: '90%'.;7;202;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is 90% full.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;78;78;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;79;79;;WARNING;203;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'full'.;9;203;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is full. Events may be lost.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;80;80;;WARNING;202;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: '90%'.;7;202;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is 90% full.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;81;81;;WARNING;202;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: '90%'.;7;202;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is 90% full.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;82;82;;INFO;205;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'normal'.;3;205;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is back to normal load.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;83;83;;INFO;205;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'normal'.;3;205;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is back to normal load.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;84;84;;INFO;205;wazuh; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;wazuh;wazuh: Agent buffer: 'normal'.;3;205;wazuh;"[""wazuh"",""agent_flooding""]";Agent event queue is back to normal load.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;85;85;;INFO;506;ossec; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;ossec;ossec: Agent stopped: 'machine-1->any'.;3;506;ossec;"[""ossec""]";Wazuh agent stopped.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;86;86;;WARNING;510;rootcheck; ;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;rootcheck;Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).;7;510;rootcheck;"[""ossec"",""rootcheck""]";Host-based anomaly detection event (rootcheck).
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;87;87;;INFO;80730;auditd; ;machine-1;1350;; ; ; ; ; ;;; ; ;;snap;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1696712535.651:138): apparmor=""DENIED"" operation=""capable"" class=""cap"" profile=""/snap/snapd/20092/usr/lib/snapd/snap-confine"" pid=1350 comm=""snap-confine"" capability=38  capname=""perfmon""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;88;88;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct  8 02:02:35 sohaib-virtual-machine systemd[1261]: snap.snapd-desktop-integration.snapd-desktop-integration.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;89;89;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:48:26 sohaib-virtual-machine systemd[1252]: snap.snapd-desktop-integration.snapd-desktop-integration.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;90;90;;INFO;17000;kes_parent;kesl;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;kes_parent;Oct 12 23:48:35 sohaib-virtual-machine kesl[790]: kesl started;3;17000;kes_parent;"[""kaspersky""]";Kaspersky Endpoint Security - Task  changed to state 
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;91;91;;INFO;5501;pam;systemd;machine-1; ;; ; ;0; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;authentication;pam;Oct 12 23:49:28 sohaib-virtual-machine systemd: pam_unix(systemd-user:session): session opened for user sohaib(uid=1000) by (uid=0);3;5501;pam;"[""pam"",""syslog"",""authentication_success""]";PAM: Login session opened.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;92;92;;INFO;80730;auditd; ;machine-1;2573;; ; ; ; ; ;;; ; ;;snap;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697136569.340:182): apparmor=""DENIED"" operation=""capable"" class=""cap"" profile=""/snap/snapd/20092/usr/lib/snapd/snap-confine"" pid=2573 comm=""snap-confine"" capability=38  capname=""perfmon""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;93;93;;INFO;80730;auditd; ;machine-1;2573;; ; ; ; ; ;;; ; ;;snap;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697136569.340:182): apparmor=""DENIED"" operation=""capable"" class=""cap"" profile=""/snap/snapd/20092/usr/lib/snapd/snap-confine"" pid=2573 comm=""snap-confine"" capability=12  capname=""net_admin""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;94;94;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:49:56 sohaib-virtual-machine systemd[1252]: xdg-permission-store.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;95;95;;INFO;80730;auditd; ;machine-1;3494;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137126.288:243): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/snap/snapd/20290/usr/lib/snapd/snap-confine"" pid=3494 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;96;96;;INFO;80730;auditd; ;machine-1;3494;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137126.296:244): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/snap/snapd/20290/usr/lib/snapd/snap-confine//mount-namespace-capture-helper"" pid=3494 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;97;97;;INFO;80730;auditd; ;machine-1;3498;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137130.396:247): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap-update-ns.snapd-desktop-integration"" pid=3498 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;98;98;;INFO;80730;auditd; ;machine-1;3501;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137130.784:249): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.firefox.geckodriver"" pid=3501 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;99;99;;INFO;80730;auditd; ;machine-1;3502;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137130.892:250): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.firefox.hook.configure"" pid=3502 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;100;100;;INFO;80730;auditd; ;machine-1;3504;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137131.116:252): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.firefox.hook.disconnect-plug-host-hunspell"" pid=3504 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;101;101;;INFO;80730;auditd; ;machine-1;3506;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137131.424:254): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.hook.configure"" pid=3506 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;102;102;;INFO;80730;auditd; ;machine-1;3507;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137131.568:255): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.snap-store"" pid=3507 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;103;103;;INFO;80730;auditd; ;machine-1;3508;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137131.660:256): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.ubuntu-software"" pid=3508 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;104;104;;INFO;80730;auditd; ;machine-1;3511;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137131.940:259): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snapd-desktop-integration.snapd-desktop-integration"" pid=3511 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;105;105;;INFO;502;ossec; ;ubuntu; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;ossec;ossec: Manager started.;3;502;ossec;"[""ossec""]";Wazuh server started.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;106;106;;INFO;80730;auditd; ;machine-1;3639;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137153.916:263): apparmor=""STATUS"" operation=""profile_replace"" profile=""unconfined"" name=""/snap/snapd/20290/usr/lib/snapd/snap-confine"" pid=3639 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;107;107;;INFO;80730;auditd; ;machine-1;3645;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137160.816:267): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.hook.configure"" pid=3645 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;108;108;;INFO;80730;auditd; ;machine-1;3646;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137160.840:268): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.snap-store"" pid=3646 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;109;109;;INFO;80730;auditd; ;machine-1;3648;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137161.552:270): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snap-store.ubuntu-software-local-file"" pid=3648 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;110;110;;INFO;80730;auditd; ;machine-1;3650;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137161.596:272): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.snapd-desktop-integration.snapd-desktop-integration"" pid=3650 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;111;111;;INFO;80730;auditd; ;machine-1;3652;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137161.644:274): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.firefox.geckodriver"" pid=3652 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;112;112;;INFO;80730;auditd; ;machine-1;3653;; ; ; ; ; ;;; ; ;;apparmor_parser;;; ; ;;; ;;;; ;;;;;linux_audit;auditd;"type=AVC msg=audit(1697137161.768:275): apparmor=""STATUS"" operation=""profile_replace"" info=""same as current profile, skipping"" profile=""unconfined"" name=""snap.firefox.hook.configure"" pid=3653 comm=""apparmor_parser""";3;80730;auditd;"[""audit"",""audit_selinux""]";Auditd: SELinux permission check.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;113;113;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:39 sohaib-virtual-machine systemd[2563]: org.gnome.SettingsDaemon.XSettings.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;114;114;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:40 sohaib-virtual-machine systemd[2563]: org.gnome.SettingsDaemon.Wacom.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;115;115;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:42 sohaib-virtual-machine systemd[2563]: org.gnome.SettingsDaemon.Power.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;116;116;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:42 sohaib-virtual-machine systemd[2563]: xdg-desktop-portal-gtk.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;117;117;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:58 sohaib-virtual-machine systemd[3916]: snap.snapd-desktop-integration.snapd-desktop-integration.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;118;118;;WARNING;40704;systemd;systemd;machine-1; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;wazuh;systemd;Oct 12 23:59:58 sohaib-virtual-machine systemd[2563]: xdg-permission-store.service: Main process exited, code=exited, status=1/FAILURE;5;40704;systemd;"[""local"",""systemd""]";Systemd: Service exited due to a failure.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;119;119;;INFO;19008;sca; ;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;security_configuration;sca; ;3;19008;sca;"[""sca""]";CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure mail transfer agent is configured for local-only mode.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;120;120;;WARNING;19007;sca; ;machine-2; ;; ; ; ; ; ;;; ; ;; ;;; ; ;;; ;;;; ;;;;;security_configuration;sca; ;7;19007;sca;"[""sca""]";CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure rsync service is either not installed or masked.
